0,0,50
1,0,-50
2,0,50
3,0,-50
4,0,50
5,0,-50
6,0,50
7,0,-50
8,0,50
9,0,-50
10,0,50
11,0,-50
12,0,50
13,0,-50
14,0,50
15,0,-50
16,0,50
17,0,-50
18,0,50
19,0,-50
20,0,50
21,0,-50
22,0,50
23,0,-50
24,0,50
25,0,-50
26,0,50
27,0,-50
28,0,50
29,0,-50
30,0,50
31,0,-50
32,0,50
33,0,-50
34,0,50
35,0,-50
36,0,50
37,0,-50
38,0,50
39,0,-50
40,0,50
41,0,-50
42,0,50
43,0,-50
44,0,50
45,0,-50
46,0,50
47,0,-50
48,0,50
49,0,-50
50,0,50
51,0,-50
52,0,50
53,0,-50
54,0,50
55,0,-50
56,0,50
57,0,-50
58,0,50
59,0,-50
60,0,50
61,0,-50
62,0,50
63,0,-50
64,0,50
65,0,-50
66,0,50
67,0,-50
68,0,50
69,0,-50
70,0,50
71,0,-50
72,0,50
73,0,-50
74,0,50
75,0,-50
76,0,50
77,0,-50
78,0,50
79,0,-50
